序号	分级	字	繁体字	异体字	汉语拼音	笔画数	笔画分组	通用字分组	简化字总表（1986版）
1928	一级	钱	錢		qián	十画	丿	常用字	第三表（戋）、第三表（钅）
1929	一级	钳	鉗		qián	十画	丿	常用字	第三表（钅）
1930	一级	钻	鑽	鑚	zuān,zuàn	十画	丿	常用字	第一表（Z）
1931	一级	钾	鉀		jiǎ	十画	丿	次常用字	第三表（钅）
1932	一级	铁	鐵		tiě	十画	丿	常用字	第一表（T）
1933	一级	铃	鈴		líng	十画	丿	常用字	第三表（钅）
1934	一级	铅	鉛	鈆	qiān,yán	十画	丿	常用字	第三表（钅）
1935	一级	缺			quē	十画	丿	常用字	
1936	一级	氧			yǎng	十画	丿	常用字	
1937	一级	氨			ān	十画	丿	次常用字	
1938	一级	特			tè	十画	丿	常用字	
1939	一级	牺	犧		xī	十画	丿	常用字	第一表（X）
1940	一级	造			zào	十画	丿	常用字	
1941	一级	乘		乗椉	chéng,shèng	十画	丿	常用字	
1942	一级	敌	敵		dí	十画	丿	常用字	第一表（D）
1943	一级	秤			chèng	十画	丿	常用字	
1944	一级	租			zū	十画	丿	常用字	
1945	一级	积	積		jī	十画	丿	常用字	第一表（J）
1946	一级	秧			yāng	十画	丿	常用字	
1947	一级	秩			zhì	十画	丿	常用字	
1948	一级	称	稱		chēng,chèn,chèng	十画	丿	常用字	第一表（C）
1949	一级	秘		祕	mì,bì	十画	丿	常用字	
1950	一级	透			tòu	十画	丿	常用字	
1951	一级	笔	筆		bǐ	十画	丿	常用字	第二表（B）
1952	一级	笑		咲	xiào	十画	丿	常用字	
1953	一级	笋		筍	sǔn	十画	丿	常用字	
1954	一级	债	債		zhài	十画	丿	常用字	第三表（贝）
1955	一级	借	～藉		jiè	十画	丿	常用字	第一表（J）
1956	一级	值			zhí	十画	丿	常用字	
1957	一级	倚			yǐ	十画	丿	常用字	
1958	一级	俺			ǎn	十画	丿	次常用字	
1959	一级	倾	傾		qīng	十画	丿	常用字	第三表（页）
1960	一级	倒			dǎo,dào	十画	丿	常用字	
1961	一级	倘			tǎng,cháng	十画	丿	常用字	
1962	一级	俱			jù	十画	丿	常用字	
1963	一级	倡			chàng,chāng	十画	丿	常用字	
1964	一级	候			hòu	十画	丿	常用字	
1965	一级	赁	賃		lìn	十画	丿	次常用字	第三表（贝）
1966	一级	俯		俛頫	fǔ	十画	丿	常用字	
1967	一级	倍			bèi	十画	丿	常用字	
1968	一级	倦		勌	juàn	十画	丿	常用字	
1969	一级	健			jiàn	十画	丿	常用字	
1970	一级	臭			chòu,xiù	十画	丿	常用字	
1971	一级	射		䠶	shè,yè,yì	十画	丿	常用字	
1972	一级	躬		躳	gōng	十画	丿	常用字	
1973	一级	息			xī	十画	丿	常用字	
1974	一级	倔			jué,juè	十画	丿	次常用字	
1975	一级	徒			tú	十画	丿	常用字	
1976	一级	徐			xú	十画	丿	常用字	
1977	一级	殷		慇	yīn,yān,yǐn	十画	丿	次常用字	
1978	一级	舰	艦		jiàn	十画	丿	常用字	第一表（J）
1979	一级	舱	艙		cāng	十画	丿	常用字	第三表（仓）
1980	一级	般			bān	十画	丿	常用字	
1981	一级	航			háng	十画	丿	常用字	
1982	一级	途			tú	十画	丿	常用字	
1983	一级	拿		拏㧱挐	ná	十画	丿	常用字	
1984	一级	耸	聳		sǒng	十画	丿	次常用字	第三表（从）
1985	一级	爹			diē	十画	丿	常用字	
1986	一级	舀			yǎo	十画	丿	次常用字	
1987	一级	爱	愛		ài	十画	丿	常用字	第二表（A）
1988	一级	豺			chái	十画	丿	次常用字	
1989	一级	豹			bào	十画	丿	次常用字	
1990	一级	颁	頒		bān	十画	丿	次常用字	第三表（页）
1991	一级	颂	頌		sòng	十画	丿	常用字	第三表（页）
1992	一级	翁			wēng	十画	丿	常用字	
1993	一级	胰			yí	十画	丿	次常用字	
1994	一级	脆		脃	cuì	十画	丿	常用字	
1995	一级	脂			zhī	十画	丿	常用字	
1996	一级	胸		胷	xiōng	十画	丿	常用字	
1997	一级	胳		肐	gē,gé	十画	丿	常用字	
1998	一级	脏	臟髒		zàng	十画	丿	常用字	第一表（Z）
1999	一级	脐	臍		qí	十画	丿	次常用字	第三表（齐）
2000	一级	胶	膠		jiāo	十画	丿	常用字	第一表（J）
2001	一级	脑	腦		nǎo	十画	丿	常用字	第一表（N）
2002	一级	脓	膿		nóng	十画	丿	次常用字	第三表（农）
2003	一级	逛			guàng	十画	丿	次常用字	
2004	一级	狸		貍	lí	十画	丿	常用字	
2005	一级	狼			láng	十画	丿	常用字	
2006	一级	卿			qīng	十画	丿	次常用字	
2007	一级	逢			féng	十画	丿	常用字	
2008	一级	鸵	鴕		tuó	十画	丿	次常用字	第三表（鸟）
2009	一级	留		𤱊㽞畱	liú	十画	丿	常用字	
2010	一级	鸳	鴛		yuān	十画	丿	次常用字	第三表（鸟）
2011	一级	皱	皺		zhòu	十画	丿	常用字	第三表（刍）
2012	一级	饿	餓		è	十画	丿	常用字	第三表（饣）
2013	一级	馁	餒		něi	十画	丿	次常用字	第三表（饣）
2014	一级	凌			líng	十画	丶	次常用字	
2015	一级	凄		淒悽	qī	十画	丶	次常用字	
2016	一级	恋	戀		liàn	十画	丶	常用字	第三表（【变字头】）
2017	一级	桨	槳		jiǎng	十画	丶	常用字	第一表（J）
2018	一级	浆	漿		jiāng,jiàng	十画	丶	常用字	第一表（J）
2019	一级	衰			shuāi	十画	丶	常用字	
2020	一级	衷			zhōng	十画	丶	次常用字	
2021	一级	高			gāo	十画	丶	常用字	
2022	一级	郭			guō	十画	丶	次常用字	
2023	一级	席		蓆	xí	十画	丶	常用字	
2024	一级	准	～準		zhǔn	十画	丶	常用字	第一表（Z）
2025	一级	座			zuò	十画	丶	常用字	
2026	一级	症	～癥		zhèng,zhēng	十画	丶	常用字	第一表（Z）
2027	一级	病			bìng	十画	丶	常用字	
2028	一级	疾			jí	十画	丶	常用字	
2029	一级	斋	齋	亝	zhāi	十画	丶	次常用字	第一表（Z）
2030	一级	疹			zhěn	十画	丶	次常用字	
2031	一级	疼			téng	十画	丶	常用字	
2032	一级	疲			pí	十画	丶	常用字	
2033	一级	脊			jǐ	十画	丶	常用字	
2034	一级	效		効傚	xiào	十画	丶	常用字	
2035	一级	离	離		lí	十画	丶	常用字	第二表（L）
2036	一级	紊			wěn	十画	丶	次常用字	
2037	一级	唐			táng	十画	丶	常用字	
2038	一级	瓷			cí	十画	丶	次常用字	
2039	一级	资	資	貲	zī	十画	丶	常用字	第三表（贝）
2040	一级	凉		涼	liáng,liàng	十画	丶	常用字	
2041	一级	站			zhàn	十画	丶	常用字	
2042	一级	剖			pōu	十画	丶	常用字	
2043	一级	竞	競		jìng	十画	丶	常用字	第一表（J）
2044	一级	部			bù	十画	丶	常用字	
2045	一级	旁			páng,bàng	十画	丶	常用字	
2046	一级	旅			lǚ	十画	丶	常用字	
2047	一级	畜			xù,chù	十画	丶	常用字	
2048	一级	阅	閲		yuè	十画	丶	常用字	第三表（门）
2049	一级	羞			xiū	十画	丶	常用字	
2050	一级	羔			gāo	十画	丶	次常用字	
2051	一级	瓶		缾	píng	十画	丶	常用字	
2052	一级	拳			quán	十画	丶	常用字	
2053	一级	粉			fěn	十画	丶	常用字	
2054	一级	料			liào	十画	丶	常用字	
2055	一级	益			yì	十画	丶	常用字	
2056	一级	兼			jiān	十画	丶	常用字	
2057	一级	烤			kǎo	十画	丶	常用字	
2058	一级	烘			hōng	十画	丶	常用字	
2059	一级	烦	煩		fán	十画	丶	常用字	第三表（页）
2060	一级	烧	燒		shāo	十画	丶	常用字	第三表（尧）
2061	一级	烛	燭		zhú	十画	丶	常用字	第一表（Z）
2062	一级	烟		菸煙	yān	十画	丶	常用字	
2063	一级	烙			lào,luò	十画	丶	次常用字	
2064	一级	递	遞		dì	十画	丶	常用字	第一表（D）
2065	一级	涛	濤		tāo	十画	丶	常用字	第三表（寿）
2066	一级	浙		淛	zhè	十画	丶	常用字	
2067	一级	涝	澇		lào	十画	丶	常用字	第三表（【劳字头】）
2068	一级	浦			pǔ	十画	丶	次常用字	
2069	一级	酒			jiǔ	十画	丶	常用字	
2070	一级	涉			shè	十画	丶	常用字	
2071	一级	消			xiāo	十画	丶	常用字	
2072	一级	涡	渦		wō,guō	十画	丶	次常用字	第三表（呙）
2073	一级	浩			hào	十画	丶	常用字	
2074	一级	海			hǎi	十画	丶	常用字	
2075	一级	涂	～塗		tú	十画	丶	常用字	第一表（T）
2076	一级	浴			yù	十画	丶	常用字	
2077	一级	浮			fú	十画	丶	常用字	
2078	一级	涣			huàn	十画	丶	次常用字	
2079	一级	涤	滌		dí	十画	丶	次常用字	第三表（条）
2080	一级	流			liú	十画	丶	常用字	
2081	一级	润	潤		rùn	十画	丶	常用字	第三表（门）
2082	一级	涧	澗		jiàn	十画	丶	次常用字	第三表（门）
2083	一级	涕			tì	十画	丶	次常用字	
2084	一级	浪			làng	十画	丶	常用字	
2085	一级	浸			jìn	十画	丶	常用字	
2086	一级	涨	漲		zhǎng,zhàng	十画	丶	常用字	第三表（长）
2087	一级	烫	燙		tàng	十画	丶	常用字	第三表（【汤字边】）
2088	一级	涩	澀	澁濇	sè	十画	丶	次常用字	第一表（S）
2089	一级	涌		湧	yǒng,chōng	十画	丶	常用字	
2090	一级	悖		誖	bèi	十画	丶	通用字	
2091	一级	悟			wù	十画	丶	常用字	
2092	一级	悄			qiǎo,qiāo	十画	丶	常用字	
2093	一级	悍		猂	hàn	十画	丶	次常用字	
2094	一级	悔			huǐ	十画	丶	常用字	
2095	一级	悯	憫		mǐn	十画	丶	次常用字	第三表（门）
2096	一级	悦			yuè	十画	丶	常用字	
2097	一级	害			hài	十画	丶	常用字	
2098	一级	宽	寬		kuān	十画	丶	常用字	第三表（见）
2099	一级	家	～傢		jiā,jia	十画	丶	常用字	第一表（J）
2100	一级	宵			xiāo	十画	丶	常用字	
2101	一级	宴		醼讌	yàn	十画	丶	常用字	
2102	一级	宾	賓		bīn	十画	丶	常用字	第二表（B）
2103	一级	窍	竅		qiào	十画	丶	次常用字	第一表（Q）
2104	一级	窄			zhǎi	十画	丶	常用字	
2105	一级	容			róng	十画	丶	常用字	
2106	一级	宰			zǎi	十画	丶	常用字	
2107	一级	案			àn	十画	丶	常用字	
2108	一级	请	請		qǐng	十画	丶	常用字	第三表（讠）
2109	一级	朗			lǎng	十画	丶	常用字	
2110	一级	诸	諸		zhū	十画	丶	常用字	第三表（讠）
2111	一级	诺	諾		nuò	十画	丶	次常用字	第三表（讠）
2112	一级	读	讀		dú,dòu	十画	丶	常用字	第三表（卖）、第三表（讠）
2113	一级	扇			shàn,shān	十画	丶	常用字	
2114	一级	诽	誹		fěi	十画	丶	次常用字	第三表（讠）
2115	一级	袜	襪	韈韤	wà	十画	丶	常用字	第一表（W）
2116	一级	袖			xiù	十画	丶	常用字	
2117	一级	袍			páo	十画	丶	常用字	
2118	一级	被			bèi,pī	十画	丶	常用字	
2119	一级	祥			xiáng	十画	丶	常用字	
2120	一级	课	課		kè	十画	丶	常用字	第三表（讠）
2121	一级	冥		𠖇㝠	míng	十画	丶	通用字	
2122	一级	谁	誰		shuí	十画	丶	常用字	第三表（讠）
2123	一级	调	調		tiáo,diào,zhōu	十画	丶	常用字	第三表（讠）
2124	一级	冤		𡨘寃	yuān	十画	丶	常用字	
2125	一级	谅	諒		liàng	十画	丶	常用字	第三表（讠）
2126	一级	谆	諄		zhūn	十画	丶	次常用字	第三表（讠）
2127	一级	谈	談		tán	十画	丶	常用字	第三表（讠）
2128	一级	谊	誼		yì	十画	丶	常用字	第三表（讠）
2129	一级	剥			bāo,bō	十画	乛	常用字	
2130	一级	恳	懇		kěn	十画	乛	常用字	第一表（K）
2131	一级	展			zhǎn	十画	乛	常用字	
2132	一级	剧	劇		jù	十画	乛	常用字	第一表（J）
2133	一级	屑			xiè	十画	乛	常用字	
2134	一级	弱			ruò	十画	乛	常用字	
2135	一级	陵			líng	十画	乛	常用字	
2136	一级	祟			suì	十画	乛	次常用字	
2137	一级	陶			táo	十画	乛	常用字	
2138	一级	陷			xiàn	十画	乛	常用字	
2139	一级	陪			péi	十画	乛	常用字	
2140	一级	娱			yú	十画	乛	常用字	
2141	一级	娟			juān	十画	乛	通用字	
2142	一级	恕			shù	十画	乛	次常用字	
2143	一级	娥			é	十画	乛	通用字	
2144	一级	娘		孃	niáng	十画	乛	常用字	
2145	一级	通			tōng	十画	乛	常用字	
2146	一级	能			néng,nài	十画	乛	常用字	
2147	一级	难	難		nán,nàn,nuó	十画	乛	常用字	第二表（N）
2148	一级	预	預		yù	十画	乛	常用字	第三表（页）
2149	一级	桑		桒	sāng	十画	乛	常用字	
2150	一级	绢	絹		juàn	十画	乛	常用字	第三表（纟）
2151	一级	绣	綉	繡	xiù	十画	乛	常用字	第三表（纟）
2152	一级	验	驗	騐	yàn	十画	乛	常用字	第三表（马）、第三表（佥）
2153	一级	继	繼		jì	十画	乛	常用字	第一表（J）
2154	一级	骏	駿		jùn	十画	乛	次常用字	第三表（马）
2155	一级	球		毬	qiú	十一画	一	常用字	
2156	一级	琐	瑣	𤨏	suǒ	十一画	一	次常用字	第三表（贝）
2157	一级	理			lǐ	十一画	一	常用字	
2158	一级	琉		瑠璢	liú	十一画	一	次常用字	
2159	一级	琅		瑯	láng	十一画	一	次常用字	
2160	一级	捧			pěng	十一画	一	常用字	
2161	一级	堵			dǔ	十一画	一	常用字	
2162	一级	措			cuò	十一画	一	次常用字	
2163	一级	描			miáo	十一画	一	常用字	
2164	一级	域			yù	十一画	一	常用字	
2165	一级	捺			nà	十一画	一	次常用字	
2166	一级	掩			yǎn	十一画	一	常用字	
2167	一级	捷		㨗	jié	十一画	一	常用字	
2168	一级	排			pái,pǎi	十一画	一	常用字	
2169	一级	焉			yān	十一画	一	通用字	
2170	一级	掉			diào	十一画	一	常用字	
2171	一级	捶		搥	chuí	十一画	一	次常用字	
2172	一级	赦			shè	十一画	一	次常用字	
2173	一级	堆			duī	十一画	一	常用字	
2174	一级	推			tuī	十一画	一	常用字	
2175	一级	埠			bù	十一画	一	次常用字	
2176	一级	掀			xiān	十一画	一	常用字	
2177	一级	授			shòu	十一画	一	常用字	
2178	一级	捻			niǎn,niē	十一画	一	次常用字	
2179	一级	教			jiào,jiāo	十一画	一	常用字	
2180	一级	掏		搯	tāo	十一画	一	常用字	
2181	一级	掐			qiā	十一画	一	次常用字	
2182	一级	掠			lüè	十一画	一	常用字	
2183	一级	掂			diān	十一画	一	次常用字	
2184	一级	培			péi	十一画	一	常用字	
2185	一级	接			jiē	十一画	一	常用字	
2186	一级	掷	擲		zhì	十一画	一	次常用字	第三表（郑）
2187	一级	控			kòng	十一画	一	常用字	
2188	一级	探			tàn	十一画	一	常用字	
2189	一级	据	～據	㨿	jù,jū	十一画	一	常用字	第一表（J）
2190	一级	掘			jué	十一画	一	常用字	
2191	一级	掺	摻		chān,xiān,càn,shǎn	十一画	一	次常用字	第三表（参）
2192	一级	职	職		zhí	十一画	一	常用字	第三表（只）
2193	一级	基			jī	十一画	一	常用字	
2194	一级	聆			líng	十一画	一	通用字	
2195	一级	勘			kān	十一画	一	次常用字	
2196	一级	聊			liáo	十一画	一	次常用字	
2197	一级	娶			qǔ	十一画	一	次常用字	
2198	一级	著			zhù	十一画	一	常用字	
2199	一级	菱		蔆	líng	十一画	一	次常用字	
2200	一级	勒			lè,lēi	十一画	一	常用字	
2201	一级	黄			huáng	十一画	一	常用字	
2202	一级	菲			fēi,fěi	十一画	一	次常用字	
2203	一级	萌			méng	十一画	一	常用字	
2204	一级	萝	蘿		luó	十一画	一	常用字	第三表（罗）
2205	一级	菌			jūn,jùn	十一画	一	常用字	
2206	一级	萎			wěi	十一画	一	次常用字	
2207	一级	菜			cài	十一画	一	常用字	
2208	一级	萄			táo	十一画	一	常用字	
2209	一级	菊			jú	十一画	一	常用字	
2210	一级	菩			pú	十一画	一	次常用字	
2211	一级	萍			píng	十一画	一	常用字	
2212	一级	菠			bō	十一画	一	常用字	
2213	一级	萤	螢		yíng	十一画	一	次常用字	第三表（【劳字头】）
2214	一级	营	營		yíng	十一画	一	常用字	第三表（【劳字头】）
2215	一级	乾			qián,gān	十一画	一	次常用字	
2216	一级	萧	蕭		xiāo	十一画	一	次常用字	第三表（肃）
2217	一级	萨	薩		sà	十一画	一	次常用字	第三表（产）
2218	一级	菇			gū	十一画	一	次常用字	
2219	一级	械			xiè	十一画	一	常用字	
2220	一级	彬			bīn	十一画	一	次常用字	
2221	一级	梦	夢		mèng	十一画	一	常用字	第一表（M）
2222	一级	婪		惏	lán	十一画	一	通用字	
2223	一级	梗			gěng	十一画	一	次常用字	
2224	一级	梧			wú	十一画	一	次常用字	
2225	一级	梢			shāo,sào	十一画	一	常用字	
2226	一级	梅		楳槑	méi	十一画	一	常用字	
2227	一级	检	檢		jiǎn	十一画	一	常用字	第三表（佥）
2228	一级	梳			shū	十一画	一	常用字	
2229	一级	梯			tī	十一画	一	常用字	
2230	一级	桶			tǒng	十一画	一	常用字	
2231	一级	梭			suō	十一画	一	次常用字	
2232	一级	救		捄	jiù	十一画	一	常用字	
2233	一级	曹			cáo	十一画	一	次常用字	
2234	一级	副			fù,pì	十一画	一	常用字	
2235	一级	票			piào,piāo	十一画	一	常用字	
2236	一级	酝	醖		yùn	十一画	一	次常用字	第一表（Y）
2237	一级	酗			xù	十一画	一	次常用字	
2238	一级	厢		廂	xiāng	十一画	一	次常用字	
2239	一级	戚		慽慼	qī	十一画	一	常用字	
2240	一级	硅			guī	十一画	一	次常用字	
2241	一级	硕	碩		shuò,shí	十一画	一	次常用字	第三表（页）
2242	一级	奢			shē	十一画	一	次常用字	
2243	一级	盔			kuī	十一画	一	次常用字	
2244	一级	爽			shuǎng	十一画	一	常用字	
2245	一级	聋	聾		lóng	十一画	一	常用字	第三表（龙）
2246	一级	袭	襲		xí	十一画	一	常用字	第三表（龙）
2247	一级	盛			shèng,chéng	十一画	一	常用字	
2248	一级	匾			biǎn	十一画	一	次常用字	
2249	一级	雪			xuě	十一画	一	常用字	
2250	一级	辅	輔		fǔ	十一画	一	常用字	第三表（车）
2251	一级	辆	輛		liàng	十一画	一	常用字	第三表（车）、第三表（两）
2252	一级	颅	顱		lú	十一画	丨	次常用字	第三表（卢）、第三表（页）
2253	一级	虚			xū	十一画	丨	常用字	
2254	一级	彪			biāo	十一画	丨	次常用字	
